case_id,label_1_dice,label_1_iou,label_2_dice,label_2_iou,label_4_dice,label_4_iou,WT_dice,WT_iou,TC_dice,TC_iou,ET_dice,ET_iou,gt_nonzero_voxels,pred_nonzero_voxels
BraTS2021_00089,0.0,0.0,0.0,0.0,0.0,0.0,0.5789381801251957,0.4073983073981962,0.015434628975260656,0.007777334624805488,0.0,0.0,35086,35417
BraTS2021_00090,0.0,0.0,0.0,0.0,0.0,0.0,0.9274160457833426,0.8646559014214086,0.004620829438883795,0.0023157650972092593,0.0,0.0,97635,95362
BraTS2021_00094,0.0015161106291857926,0.0007586303983982138,0.0007437132985233616,0.00037199497806776724,0.0,0.0,0.8636887845462861,0.7600811932507651,0.02518087584583183,0.012750978323960183,0.0,0.0,162400,161959
BraTS2021_00095,0.0,0.0,0.00010056264801564248,5.028385234649344e-05,0.0,0.0,0.8947696011709542,0.8095774438695609,0.014174397650670169,0.00713778573199034,0.0,0.0,236428,238601
BraTS2021_00096,0.0,0.0,7.65469663480326e-05,3.827494808959799e-05,0.0,0.0,0.9096276931397769,0.8342358728452041,0.012560822844675919,0.006320104277432312,0.0,0.0,119315,116676
BraTS2021_00097,0.00023649980291673767,0.0001182638861512523,0.0006087121932658898,0.0003044487574683927,0.0,0.0,0.7333462058311326,0.5789634146340106,0.017104429608689367,0.008625986090288118,0.0,0.0,41919,41198
BraTS2021_00098,0.00021110407430855987,0.00010556317956293129,0.00044913541432725163,0.00022461814914636694,0.0,0.0,0.5363816549545257,0.3664764498000744,0.01874935308816946,0.009463392790505343,0.0,0.0,66169,68848
BraTS2021_00099,0.0,0.0,0.00019027168077845715,9.51448920784952e-05,0.0,0.0,0.8314167874851323,0.7114741839358353,0.0117200609236632,0.005894572838223073,0.0,0.0,83944,77723
BraTS2021_00100,0.0025986459686791223,0.001301013420980375,0.0008013967199975956,0.0004008589835360915,0.0,0.0,0.8298450326637601,0.7091753279079207,0.03465140161258811,0.017631173238691566,0.0,0.0,95391,96832
BraTS2021_00101,0.0009351529851833966,0.00046779522264115206,0.0018014231242676313,0.0009015235748412113,0.0,0.0,0.7145895546436167,0.5559232517715343,0.019168046565303635,0.009676765629748087,0.0,0.0,58948,59931
BraTS2021_00102,0.028893137879733095,0.014658331536958641,0.0,0.0,0.0,0.0,0.8768469239640936,0.7807011730394454,0.16374191845879155,0.08917151684983173,0.0,0.0,12952,13917
BraTS2021_00103,3.844416465635538e-05,1.922245182372919e-05,0.00010692744001127079,5.346657852781946e-05,0.0,0.0,0.9109506035192965,0.8364639900293422,0.004774423859809341,0.0023929243474542722,0.0,0.0,225535,228262
BraTS2021_00104,0.03964516942738593,0.02022346608333436,0.0021252021252016343,0.001063731384700522,0.0,0.0,0.7024373224342735,0.5413513617331155,0.03258613532585713,0.01656292857896184,0.0,0.0,74986,76475
BraTS2021_00105,0.03523065559459862,0.017931191615400778,0.02717847920761343,0.01377645109867676,0.0,0.0,0.8296477860073257,0.7088872700782696,0.03155913379501037,0.016032553650369024,0.0,0.0,166140,170998
BraTS2021_00106,0.011311725038067705,0.005688033253117176,0.0009284450895243817,0.0004644381474208712,0.0,0.0,0.8141553319761009,0.6865615319861544,0.02645652513961645,0.013405595304399408,0.0,0.0,227126,235071
BraTS2021_00107,0.023761635249540242,0.012023668639051358,0.0007753260245932213,0.00038781335318931686,0.0,0.0,0.852172961737217,0.7424227983224431,0.033731639005413976,0.017155155254774936,0.0,0.0,82921,80413
BraTS2021_00108,2.8649190660359743e-05,1.4324800527150608e-05,0.0015283595607379248,0.0007647641977055991,0.0,0.0,0.9090972357541888,0.8333439657041182,0.014295886509282154,0.007199404187238684,0.0,0.0,73791,72781
BraTS2021_00109,0.03601852276373976,0.018339543005479606,0.007298715122024777,0.003662724151087061,0.0,0.0,0.8713348030033949,0.7720046700492137,0.03542990068891185,0.01803442936515016,0.0,0.0,134271,120548
BraTS2021_00110,0.009965979081560414,0.005007944073720368,0.00037269230257285836,0.00018638088264658374,0.0,0.0,0.880499503804116,0.7865110438057824,0.013572786456949036,0.006832763045337165,0.0,0.0,90740,93720
BraTS2021_00111,0.0317962474304935,0.016154957223805326,0.03350230892642342,0.017036536111127286,0.0,0.0,0.8976463614036853,0.814299812668742,0.03260998707062007,0.01657525292713307,0.0,0.0,168746,143258
BraTS2021_00112,0.057925432459532945,0.029826574853349934,0.005887332128914143,0.0029523568170295297,0.0,0.0,0.8891669371734948,0.8004505509684933,0.06617044372077865,0.03421730912423,0.0,0.0,91751,86913
BraTS2021_00113,0.007438532735220193,0.0037331509503850755,0.0007689350249901772,0.00038461538461527896,0.0,0.0,0.8829163142240057,0.7903761602342965,0.021201605031986447,0.010714383580409747,0.0,0.0,38314,36544
